Link ID,Route Prefix,Route Number,Route Suffix,Route Label,Route Alias,Physical Jurisdiction,,Maintenance Jurisdiction,,Link Length,Start Label,End Label,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality,Data Date,Comment,AADT,AADT Quality,Percent 2 and 4 Tire Vehicles,Percent Busses,Percent Single Unit Trucks 2 Axle,Percent Single Unit Trucks 3+ Axle,Percent Combination Trucks 1 Trailer,Percent Combination Trucks 2+ Trailer,Vehicle Classification Quality,K Factor,K Factor Quality,Direction Factor,AAWDT,AAWDT Quality
781603, 100,00007,     ,100-7,King St,100,City of Alexandria,100,City of Alexandria,0.24,SR 400 Washington St,100-21 Fairfax Street,4100,G,89%,4%,6%,0%,1%,0%,F,0.0801,,0.5140,4500,G,2016,,,,,,,,,,,,,,,
602100, 100,00008,     ,100-8,Lincolnia Rd,100,City of Alexandria,100,City of Alexandria,0.11,Breckenridge Pl,Beauregard St,5200,G,93%,2%,4%,0%,0%,0%,C,0.0792,,0.5876,5600,G,2016,,,,,,,,,,,,,,,
602112, 100,00009,     ,100-9,Mill Rd,100,City of Alexandria,100,City of Alexandria,0.88,W Eisenhower Ave,E Eisenhower Ave,6900,G,99%,0%,0%,0%,0%,0%,C,0.1240,,0.8892,7500,G,2016,,,,,,,,,,,,,,,
602114, 100,00009,     ,100-9,Mill Rd,100,City of Alexandria,100,City of Alexandria,0.20,E Eisenhower Ave,Ramps To and From I-95 3,11000,F,99%,0%,0%,0%,0%,0%,F,0.1285,,0.6483,12000,F,2016,,,,,,,,,,,,,,,
797706, 100,00009,E000A,100-9 EB Exit 000A,Ramp,100,City of Alexandria,029,Fairfax County,0.56,Mill Rd,I-95 NB Express Lanes,3200,G,99%,0%,0%,0%,0%,0%,F,0.1743,,1.0000,3400,G,2016,,,,,,,,,,,,,,,
602110, 100,00010,     ,100-10,Montgomery St,100,City of Alexandria,100,City of Alexandria,0.48,Fairfax St,"US 1 Par, Henry St",2700,G,94%,1%,4%,0%,0%,0%,C,0.1065,,1.0000,2900,G,2016,,,,,,,,,,,,,,,
602085, 100,00011,     ,100-11,Pendleton St,100,City of Alexandria,100,City of Alexandria,0.66,West St,Fairfax St,4200,F,94%,4%,2%,0%,0%,0%,C,0.1008,,0.6324,4500,F,2016,,,,,,,,,,,,,,,
602113, 100,00012,     ,100-12,Pershing Ave,100,City of Alexandria,100,City of Alexandria,0.16,SR 241 Telegraph Rd,Stoval St,4900,G,98%,0%,1%,0%,0%,0%,C,0.1167,,0.6556,5300,G,2016,,,,,,,,,,,,,,,
602088, 100,00013,     ,100-13,Prince St,100,City of Alexandria,100,City of Alexandria,0.50,Reinekers Lane,US 1 Patrick St,3200,N,98%,0%,1%,0%,1%,0%,N,0.1054,,0.7097,3500,N,2016,,,,,,,,,,,,,,,
602090, 100,00013,     ,100-13,Prince St,100,City of Alexandria,100,City of Alexandria,0.18,US 1 Patrick St,SR 400 Washington St,4400,G,98%,0%,1%,0%,1%,0%,C,0.1054,,0.7097,4800,G,2016,,,,,,,,,,,,,,,
602083, 100,00013,     ,100-13,Prince St,100,City of Alexandria,100,City of Alexandria,0.24,SR 400 Washington St,Fairfax St,3200,G,98%,0%,1%,0%,1%,0%,F,0.1054,,0.7097,3500,G,2016,,,,,,,,,,,,,,,
602116, 100,00014,     ,100-14,Slaters Lane,100,City of Alexandria,100,City of Alexandria,0.38,US 1 Jefferson Davis Hwy,George Washington Memorial Pkwy,14000,G,99%,0%,1%,0%,0%,0%,C,0.0831,,0.5754,15000,G,2016,,,,,,,,,,,,,,,
602118, 100,00015,     ,100-15,Stevenson Ave,100,City of Alexandria,100,City of Alexandria,0.16,Walker St,S Van Dorn St,13000,G,97%,1%,1%,0%,0%,0%,C,0.0820,,0.5836,14000,G,2016,,,,,,,,,,,,,,,
781604, 100,00016,     ,100-16,Stoval St,100,City of Alexandria,100,City of Alexandria,0.13,100-6588; Eisenhower Ave,100-9 Mill Rd,7500,G,89%,4%,6%,0%,1%,0%,F,0.1385,,0.7927,8100,G,2016,,,,,,,,,,,,,,,
602119, 100,00017,     ,100-17,Walker St,100,City of Alexandria,100,City of Alexandria,0.10,Stevenson Ave,SR 236 Duke St,19000,G,98%,1%,1%,0%,0%,0%,C,0.0752,,0.5996,21000,G,2016,,,,,,,,,,,,,,,
602089, 100,00018,     ,100-18,West St,100,City of Alexandria,100,City of Alexandria,0.63,Duke St,Wythe St,5900,F,97%,1%,1%,0%,0%,0%,C,0.1312,,0.7011,6300,F,2016,,,,,,,,,,,,,,,
602087, 100,00019,     ,100-19,1st St,100,City of Alexandria,100,City of Alexandria,0.06,SR 400; Washington St,Saint Asaph St,4200,G,98%,0%,0%,1%,0%,0%,F,0.1083,,0.7298,4600,G,2016,,,,,,,,,,,,,,,
602108, 100,00019,     ,100-19,1st St,100,City of Alexandria,100,City of Alexandria,0.05,Saint Asaph St,Pitt St,3000,G,98%,0%,0%,1%,0%,0%,F,0.1139,,0.7984,3300,G,2016,,,,,,,,,,,,,,,
602086, 100,00020,     ,100-20,Wythe St,100,City of Alexandria,100,City of Alexandria,0.66,West St,Fairfax St,5400,G,98%,1%,1%,0%,0%,0%,C,0.1025,,0.6507,5900,G,2016,,,,,,,,,,,,,,,
602117, 100,00021,     ,100-21,Fairfax St,100,City of Alexandria,100,City of Alexandria,1.12,Franklin St,Montgomery St,4100,G,95%,1%,3%,0%,0%,0%,C,0.1060,,0.6552,4400,G,2016,,,,,,,,,,,,,,,
781605, 100,00022,     ,100-22,Church St,100,City of Alexandria,100,City of Alexandria,0.09,I-95 Ramp,SR 400 Washington St,7000,G,89%,4%,6%,0%,1%,0%,F,0.1097,,1.0000,7600,G,2016,,,,,,,,,,,,,,,
602504, 100,06500,     ,100-6500,Duke St,100,City of Alexandria,100,City of Alexandria,0.23,SR 400 Washington St,Fairfax St,3500,G,97%,0%,2%,0%,0%,0%,C,0.0808,,0.5032,3800,G,2016,,,,,,,,,,,,,,,
602048, 100,06572,     ,100-6572,Edsall Rd,100,City of Alexandria,100,City of Alexandria,0.49,WCL Alexandria,Van Dorn St,16000,G,97%,1%,1%,1%,0%,0%,C,0.0932,,0.5960,17000,G,2016,,,,,,,,,,,,,,,
602080, 100,06572,     ,100-6572,Edsall Rd,100,City of Alexandria,100,City of Alexandria,0.24,Van Dorn St,S Pickett St,11000,G,97%,1%,1%,1%,0%,0%,F,0.0890,,0.5577,12000,G,2016,,,,,,,,,,,,,,,
602068, 100,06573,     ,100-6573,Van Dorn St,100,City of Alexandria,100,City of Alexandria,1.08,Seminary Rd,SR 7 King St,6600,G,97%,1%,1%,1%,0%,0%,C,0.1201,,0.8463,7200,G,2016,,,,,,,,,,,,,,,
602047, 100,06575,     ,100-6575,S Pickett St,100,City of Alexandria,100,City of Alexandria,0.36,Van Dorn St,Edsall Rd,12000,G,97%,1%,1%,0%,0%,0%,F,0.0878,,0.5022,13000,G,2016,,,,,,,,,,,,,,,
602051, 100,06575,     ,100-6575,S Pickett St,100,City of Alexandria,100,City of Alexandria,0.57,Edsall Rd,SR 236 Duke St,15000,G,97%,1%,1%,0%,0%,0%,C,0.0846,,0.5257,16000,G,2016,,,,,,,,,,,,,,,
781606, 100,06579,     ,100-6579,Clermont Ave,100,City of Alexandria,100,City of Alexandria,0.13,I 95 Ramps,100-6588 Eisenhower Ave,15000,G,96%,1%,1%,1%,2%,0%,C,0.1012,,0.6014,17000,G,2016,,,,,,,,,,,,,,,
602075, 100,06583,     ,100-6583,W Taylor Run Pkwy,100,City of Alexandria,100,City of Alexandria,0.52,Duke St,Janneys Lane,4600,G,98%,1%,1%,0%,0%,0%,C,0.1060,,0.5256,5000,G,2016,,,,,,,,,,,,,,,
602505, 100,06584,     ,100-6584,Pitt St,100,City of Alexandria,100,City of Alexandria,0.07,Montgomery St,1st Street,3800,G,98%,0%,0%,1%,0%,0%,C,0.1316,,0.7808,4100,G,2016,,,,,,,,,,,,,,,
602024, 100,06585,     ,100-6585,Commonwealth Ave,100,City of Alexandria,100,City of Alexandria,0.94,King St,Monroe Ave,7100,G,99%,0%,1%,0%,0%,0%,F,0.1204,,0.5764,7700,G,2016,,,,,,,,,,,,,,,
602023, 100,06585,     ,100-6585,Commonwealth Ave,100,City of Alexandria,100,City of Alexandria,0.79,Monroe Ave,Mt Vernon Ave,6800,G,99%,0%,1%,0%,0%,0%,C,0.1034,,0.5503,7400,G,2016,,,,,,,,,,,,,,,
602058, 100,06585,     ,100-6585,Commonwealth Ave,100,City of Alexandria,100,City of Alexandria,0.41,Mt Vernon Ave,Reed Ave,4200,G,99%,0%,1%,0%,0%,0%,F,0.1094,,0.7196,4500,G,2016,,,,,,,,,,,,,,,
602060, 100,06586,     ,100-6586,Diagonal Rd,100,City of Alexandria,100,City of Alexandria,0.30,SR 236 Duke St,SR 7 King St,6200,G,89%,4%,6%,0%,1%,0%,C,0.1138,,0.5622,6700,G,2016,,,,,,,,,,,,,,,
602093, 100,06588,     ,100-6588,Eisenhower Ave,100,City of Alexandria,100,City of Alexandria,3.18,SR 401 Van Dorn St,SR 241 Telegraph Rd,11000,G,97%,0%,2%,1%,0%,0%,C,0.1378,,0.5677,12000,G,2016,,,,,,,,,,,,,,,
602092, 100,06588,     ,100-6588,Eisenhower Ave,100,City of Alexandria,100,City of Alexandria,0.94,SR 241 Telegraph Rd,Holland Lane,17000,G,99%,0%,0%,0%,0%,0%,C,0.1067,,0.8780,18000,G,2016,,,,,,,,,,,,,,,
602021, 100,06591,     ,100-6591,Mt Vernon Ave,100,City of Alexandria,100,City of Alexandria,1.21,Braddock Rd,Commonwealth Ave,7300,G,95%,2%,2%,0%,0%,0%,C,0.0908,,0.5584,7900,G,2016,,,,,,,,,,,,,,,
602020, 100,06591,     ,100-6591,Mt Vernon Ave,100,City of Alexandria,100,City of Alexandria,1.00,Commonwealth Ave,NCL Alexandria,9300,G,95%,2%,2%,0%,0%,0%,F,0.0874,,0.6114,10000,G,2016,,,,,,,,,,,,,,,
602026, 100,06592,     ,100-6592,Braddock Rd,100,City of Alexandria,100,City of Alexandria,1.72,Beauregard St,SR 7 King St,12000,G,96%,2%,1%,0%,0%,0%,C,0.1197,,0.6850,13000,G,2016,,,,,,,,,,,,,,,
602025, 100,06592,     ,100-6592,Braddock Rd,100,City of Alexandria,100,City of Alexandria,1.39,SR 7 King St,Rusell Rd,11000,G,98%,1%,1%,0%,0%,0%,C,0.1059,,0.5415,12000,G,2016,,,,,,,,,,,,,,,
602055, 100,06592,     ,100-6592,Braddock Rd,100,City of Alexandria,100,City of Alexandria,0.77,Russell Rd,West St,8100,G,98%,1%,1%,0%,0%,0%,F,0.1048,,0.5137,8800,G,2016,,,,,,,,,,,,,,,
602056, 100,06593,     ,100-6593,Callahan Dr,100,City of Alexandria,100,City of Alexandria,0.22,SR 236 Duke St,SR 7 King St,15000,G,96%,2%,1%,0%,1%,0%,C,0.0889,,0.6412,16000,G,2016,,,,,,,,,,,,,,,
602070, 100,06593,     ,100-6593,Russell Rd,100,City of Alexandria,100,City of Alexandria,0.89,SR 7 King St,Monroe Ave,7300,G,98%,1%,1%,0%,0%,0%,F,0.0990,,0.5814,8000,G,2016,,,,,,,,,,,,,,,
602071, 100,06593,     ,100-6593,Russell Rd,100,City of Alexandria,100,City of Alexandria,0.31,Monroe Ave,Windsor Ave,5800,G,98%,1%,1%,0%,0%,0%,C,0.1136,,0.5671,6300,G,2016,,,,,,,,,,,,,,,
602500, 100,06593,     ,100-6593,Russell Rd,100,City of Alexandria,100,City of Alexandria,1.06,Windsor Ave,West Glebe Rd,6000,G,98%,1%,1%,0%,0%,0%,F,0.1138,,0.5279,6500,G,2016,,,,,,,,,,,,,,,
602072, 100,06593,     ,100-6593,Russell Rd,100,City of Alexandria,100,City of Alexandria,0.16,West Glebe Rd,Mt Vernon Ave,4800,G,98%,1%,1%,0%,0%,0%,F,0.1110,,0.6748,5200,G,2016,,,,,,,,,,,,,,,
602078, 100,06594,     ,100-6594,Gunston Rd,100,City of Alexandria,100,City of Alexandria,0.26,Quaker Lane,Valley Dr,2300,G,97%,2%,1%,0%,0%,0%,C,0.1063,,0.8577,2500,G,2016,,,,,,,,,,,,,,,
602016, 100,06595,     ,100-6595,Quaker Lane,100,City of Alexandria,100,City of Alexandria,0.62,Duke St,Seminary Rd,25000,G,98%,1%,1%,0%,0%,0%,C,0.0817,,0.6394,27000,G,2016,,,,,,,,,,,,,,,
602076, 100,06595,     ,100-6595,Valley Dr,100,City of Alexandria,100,City of Alexandria,1.33,West Glebe Rd,Braddock Rd,1000,G,98%,1%,1%,0%,0%,0%,C,0.1026,,0.6050,1100,G,2016,,,,,,,,,,,,,,,
602049, 100,06596,     ,100-6596,Monroe Ave,100,City of Alexandria,100,City of Alexandria,0.89,Russell Rd,US 1 Jefferson Davis Hwy,6300,G,99%,0%,1%,0%,0%,0%,C,0.1066,,0.6513,6900,G,2016,,,,,,,,,,,,,,,
602094, 100,06597,     ,100-6597,Monticello Blvd,100,City of Alexandria,100,City of Alexandria,0.21,Russell Rd,Old Dominion Blvd,3500,G,97%,2%,1%,0%,0%,0%,F,0.1243,,0.6210,3800,G,2016,,,,,,,,,,,,,,,
602095, 100,06597,     ,100-6597,Old Dominion Blvd,100,City of Alexandria,100,City of Alexandria,0.71,Monticello Blvd,West Glebe Rd,1300,G,97%,2%,1%,0%,0%,0%,C,0.1498,,0.5833,1400,G,2016,,,,,,,,,,,,,,,
602096, 100,06597,     ,100-6597,Tennessee Ave,100,City of Alexandria,100,City of Alexandria,0.17,Old Dominion Blvd,Halcyon Dr,810,G,97%,2%,1%,0%,0%,0%,F,0.1035,,0.5351,880,G,2016,,,,,,,,,,,,,,,
602105, 100,06597,     ,100-6597,Tennessee Ave,100,City of Alexandria,100,City of Alexandria,0.25,Halcyon Dr,Valley Dr,1900,G,97%,2%,1%,0%,0%,0%,F,0.1035,,0.5351,2100,G,2016,,,,,,,,,,,,,,,
602065, 100,06597,     ,100-6597,Martha Custis Dr,100,City of Alexandria,100,City of Alexandria,0.52,Valley Dr,Gunston Rd,4300,G,97%,2%,1%,0%,0%,0%,F,0.0957,,0.5567,4600,G,2016,,,,,,,,,,,,,,,
602057, 100,06599,     ,100-6599,Cameron Mills Rd,100,City of Alexandria,100,City of Alexandria,0.39,Braddock Rd,Summit Ave,1900,G,95%,1%,3%,0%,0%,0%,C,0.1003,,0.5728,2100,G,2016,,,,,,,,,,,,,,,
602059, 100,06600,     ,100-6600,Crest St,100,City of Alexandria,100,City of Alexandria,0.27,Braddock Rd,Valley Dr,1700,G,97%,1%,1%,0%,0%,0%,C,0.1036,,0.5668,1800,G,2016,,,,,,,,,,,,,,,
602097, 100,06600,     ,100-6600,Summit Ave,100,City of Alexandria,100,City of Alexandria,0.27,Valley Dr,Cameron Mills Rd,2100,G,97%,1%,1%,0%,0%,0%,F,0.1207,,0.5264,2300,G,2016,,,,,,,,,,,,,,,
602501, 100,06600,     ,100-6600,Monticello Blvd,100,City of Alexandria,100,City of Alexandria,0.23,Cameron Mills Rd,Old Dominion Blvd,2600,G,97%,1%,1%,0%,0%,0%,F,0.1210,,0.5860,2800,G,2016,,,,,,,,,,,,,,,
602098, 100,06601,     ,100-6601,Scroggins Rd,100,City of Alexandria,100,City of Alexandria,0.36,SR7 King St,Braddock Rd,1600,G,98%,1%,1%,0%,0%,0%,C,0.1242,,0.7035,1700,G,2016,,,,,,,,,,,,,,,
602019, 100,06602,     ,100-6602,W Glebe Rd,100,City of Alexandria,100,City of Alexandria,0.94,NCL Alexandria,Mount Vernon Ave,15000,G,97%,1%,2%,1%,0%,0%,F,0.0801,,0.5473,16000,G,2016,,,,,,,,,,,,,,,
602063, 100,06602,     ,100-6602,E Glebe Rd,100,City of Alexandria,100,City of Alexandria,0.62,Mount Vernon Ave,US 1 Jefferson Davis Hwy,8800,G,97%,1%,2%,1%,0%,0%,C,0.0776,,0.5234,9600,G,2016,,,,,,,,,,,,,,,
602069, 100,06604,     ,100-6604,Reed Ave,100,City of Alexandria,100,City of Alexandria,0.54,Mt Vernon Ave,US 1 Jefferson Davis Hwy,2900,G,95%,1%,2%,1%,1%,0%,C,0.0927,,0.5345,3200,G,2016,,,,,,,,,,,,,,,
602052, 100,06622,     ,100-6622,Beauregard St,100,City of Alexandria,100,City of Alexandria,2.12,WCL Alexandria,Braddock Rd,17000,G,98%,1%,1%,0%,0%,0%,C,0.0871,,0.5728,19000,G,2016,,,,,,,,,,,,,,,
602027, 100,06622,     ,100-6622,Beauregard St,100,City of Alexandria,100,City of Alexandria,0.28,Braddock Rd,SR 7 King St,16000,G,98%,1%,0%,0%,0%,0%,C,0.0932,,0.6138,17000,G,2016,,,,,,,,,,,,,,,
602099, 100,06622,     ,100-6622,Walter Reed Dr,100,City of Alexandria,100,City of Alexandria,0.07,SR 7 King St,NCL Alexandria,14000,G,98%,0%,1%,0%,0%,0%,C,0.1003,,0.7451,16000,G,2016,,,,,,,,,,,,,,,
602073, 100,06698,     ,100-6698,Taney Ave,100,City of Alexandria,100,City of Alexandria,1.04,SR 401 Van Dorn St,Jordan St,3100,G,94%,4%,1%,1%,0%,0%,C,0.1111,,0.5356,3400,G,2016,,,,,,,,,,,,,,,
602067, 100,06701,     ,100-6701,Pegram St,100,City of Alexandria,100,City of Alexandria,0.78,Taney Ave,Pickett St,2300,G,97%,2%,0%,0%,0%,0%,C,0.1757,,0.6268,2500,G,2016,,,,,,,,,,,,,,,
602101, 100,06701,     ,100-6701,Pickett St,100,City of Alexandria,100,City of Alexandria,0.15,Pegram St,Seminary Rd,2600,G,97%,2%,1%,0%,0%,0%,C,0.1463,,0.5235,2900,G,2016,,,,,,,,,,,,,,,
602102, 100,06702,     ,100-6702,Sanger Ave,100,City of Alexandria,100,City of Alexandria,0.37,Beauregard St,SR 401 Van Dorn St,14000,G,98%,1%,0%,0%,0%,0%,C,0.0926,,0.6726,15000,G,2016,,,,,,,,,,,,,,,
602015, 100,06703,     ,100-6703,Jordan St,100,City of Alexandria,100,City of Alexandria,0.94,SR 236 Duke St,SR 420 Seminary Rd,6100,G,99%,0%,0%,0%,0%,0%,C,0.0873,,0.6715,6500,G,2016,,,,,,,,,,,,,,,
602046, 100,06706,     ,100-6706,Seminary Rd,100,City of Alexandria,100,City of Alexandria,0.60,Fairfax County Line; 29-716,Beauregard St,34000,G,98%,1%,0%,0%,0%,0%,F,0.0770,,0.5572,37000,G,2016,,,,,,,,,,,,,,,
602103, 100,06706,     ,100-6706,Seminary Rd,100,City of Alexandria,100,City of Alexandria,0.22,Beauregard St,I-395 Shirley Hwy; SR 420,54000,G,98%,1%,0%,0%,0%,0%,F,0.0783,,0.5937,58000,G,2016,,,,,,,,,,,,,,,
602066, 100,06707,     ,100-6707,Howard St,100,City of Alexandria,100,City of Alexandria,0.56,Jordan St,SR 420 Seminary Rd,4600,G,97%,2%,1%,0%,0%,0%,C,0.1111,,0.7880,5000,G,2016,,,,,,,,,,,,,,,
602074, 100,06707,     ,100-6707,Howard St,100,City of Alexandria,100,City of Alexandria,0.36,SR 420 Seminary Rd,100-6592 Braddock Rd,7100,G,97%,2%,1%,0%,0%,0%,F,0.1494,,0.7726,7700,G,2016,,,,,,,,,,,,,,,
602109, 100,06711,     ,100-6711,Hampton Dr N,100,City of Alexandria,100,City of Alexandria,0.43,Braddock Rd,SR 7 King St,5300,G,96%,2%,2%,0%,0%,0%,C,0.0886,,0.6310,5700,G,2016,,,,,,,,,,,,,,,
558037,  00,00000,     ,00-0,16th St,000,Arlington County,000,Arlington County,0.00,SR 120 North Glebe Rd,Monroe Street,1600,F,,,,,,,X,0.0888,,0.7448,1600,F,2016,,,,,,,,,,,,,,,
558025,  00,00000,     ,00-0,20th St,000,Arlington County,000,Arlington County,0.00,S Kent St,Joyce Street,1000,F,,,,,,,X,0.1044,,0.5956,1000,F,2016,,,,,,,,,,,,,,,
558045,  00,00000,     ,00-0,24th St,000,Arlington County,000,Arlington County,0.00,Grant Street,Fern Street,360,F,,,,,,,X,0.1171,,0.5854,360,F,2016,,,,,,,,,,,,,,,
558051,  00,00000,     ,00-0,26th Street North,000,Arlington County,000,Arlington County,0.00,N George Mason Dr,N Columbus St,1500,F,,,,,,,X,0.1089,,0.7276,1500,F,2016,,,,,,,,,,,,,,,
558024,  00,00000,     ,00-0,27th St,000,Arlington County,000,Arlington County,0.00,Ohio Street,John Marshall Dr,630,F,,,,,,,X,0.1330,,0.5169,630,F,2016,,,,,,,,,,,,,,,
558032,  00,00000,     ,00-0,31st St,000,Arlington County,000,Arlington County,0.00,Eads Street,Fern Street,540,F,,,,,,,X,0.2518,,0.9489,540,F,2016,,,,,,,,,,,,,,,
558029,  00,00000,     ,00-0,9th St,000,Arlington County,000,Arlington County,0.00,Cleveland Street,Danville Street,320,F,,,,,,,X,0.1501,,0.6020,320,F,2016,,,,,,,,,,,,,,,
558049,  00,00000,     ,00-0,Arlington Ridge Rd,000,Arlington County,000,Arlington County,0.00,Wilson Blvd,Kent St,3000,G,98%,0%,1%,0%,0%,0%,C,0.1263,,0.8810,3000,G,2016,,,,,,,,,,,,,,,
558028,  00,00000,     ,00-0,Culpeper St,000,Arlington County,000,Arlington County,0.00,Chesterfield Rd,23 rd St,240,F,,,,,,,X,0.1351,,0.5667,240,F,2016,,,,,,,,,,,,,,,
558034,  00,00000,     ,00-0,Dittmar Rd,000,Arlington County,000,Arlington County,0.00,Albemarle Street,35th Street,950,F,,,,,,,X,0.0909,,0.6056,950,F,2016,,,,,,,,,,,,,,,
558026,  00,00000,     ,00-0,Fairfax Dr,000,Arlington County,000,Arlington County,0.00,Cleveland St,Barton St,1100,F,,,,,,,X,0.1158,,0.5336,1100,F,2016,,,,,,,,,,,,,,,
558040,  00,00000,     ,00-0,Fort Scott Dr,000,Arlington County,000,Arlington County,0.00,Ives St,26th Rd,1000,F,,,,,,,X,0.1138,,0.6627,1000,F,2016,,,,,,,,,,,,,,,
558046,  00,00000,     ,00-0,Garfield St,000,Arlington County,000,Arlington County,0.00,US 50 Arlington Blvd,2nd Street N,200,F,,,,,,,X,0.1470,,0.7377,200,F,2016,,,,,,,,,,,,,,,
558030,  00,00000,     ,00-0,Greenbriar St,000,Arlington County,000,Arlington County,0.00,7th Rd,8th Rd,1700,F,,,,,,,X,0.1021,,0.5824,1700,F,2016,,,,,,,,,,,,,,,
558039,  00,00000,     ,00-0,Henderson Rd,000,Arlington County,000,Arlington County,0.00,"SR 120, N Glebe Rd",Thomas Street,10000,G,,,,,,,X,0.1020,,0.6959,10000,G,2016,,,,,,,,,,,,,,,
500001,  00,00000,     ,00-0,Ivy St,000,Arlington County,000,Arlington County,0.00,6th St,10th St,370,F,96%,1%,2%,1%,0%,0%,C,0.1014,,0.7975,390,F,2016,,,,,,,,,,,,,,,
558023,  00,00000,     ,00-0,Jefferson St,000,Arlington County,000,Arlington County,0.00,Wiilson Blvd,9th Rd,360,F,,,,,,,X,0.1157,,0.5714,360,F,2016,,,,,,,,,,,,,,,
558022,  00,00000,     ,00-0,Kensington St,000,Arlington County,000,Arlington County,0.00,22nd St,23th St,610,F,,,,,,,X,0.1046,,0.6276,610,F,2016,,,,,,,,,,,,,,,
558027,  00,00000,     ,00-0,Key Blvd,000,Arlington County,000,Arlington County,0.00,Hartford Street,Hancock Street,910,F,,,,,,,X,0.1522,,0.5205,910,F,2016,,,,,,,,,,,,,,,
558042,  00,00000,     ,00-0,Lebanon St,000,Arlington County,000,Arlington County,0.00,Wilson Blvd,9th Street,290,F,,,,,,,X,0.1174,,0.6761,290,F,2016,,,,,,,,,,,,,,,
558048,  00,00000,     ,00-0,Pollard St,000,Arlington County,000,Arlington County,0.00,16th Street,18th Street,300,F,,,,,,,X,0.1147,,0.6056,300,F,2016,,,,,,,,,,,,,,,
558033,  00,00000,     ,00-0,Quincy St,000,Arlington County,000,Arlington County,0.00,16th Street,18th Street,1100,F,,,,,,,X,0.1148,,0.6050,1100,F,2016,,,,,,,,,,,,,,,
558050,  00,00000,     ,00-0,Randolph St,000,Arlington County,000,Arlington County,0.00,SR 237 Washington Blvd,11th Street,2200,F,,,,,,,X,0.1447,,0.5048,2200,F,2016,,,,,,,,,,,,,,,
558038,  00,00000,     ,00-0,South Irving St,000,Arlington County,000,Arlington County,0.00,2nd St S,US 50 Arlington Blvd,2100,F,,,,,,,X,0.1278,,0.5056,2100,F,2016,,,,,,,,,,,,,,,
090117,  00,00000,     ,00-0,SR 120 Ramp,000,Arlington County,000,Arlington County,0.00,US 50,SR 120,3200,G,99%,0%,0%,0%,0%,0%,C,0.0820,,1.0000,3200,G,2016,,,,,,,,,,,,,,,
090119,  00,00000,     ,00-0,SR 120 Ramp,000,Arlington County,000,Arlington County,0.00,US 50,SR 120,4800,G,98%,1%,1%,0%,0%,0%,C,0.0903,,1.0000,4800,G,2016,,,,,,,,,,,,,,,
558035,  00,00000,     ,00-0,Stafford St,000,Arlington County,000,Arlington County,0.00,15th Street,17th Street,1400,F,,,,,,,X,0.1186,,0.6374,1400,F,2016,,,,,,,,,,,,,,,
558031,  00,00000,     ,00-0,Taylor St,000,Arlington County,000,Arlington County,0.00,SR 309 Lee Hwy,19th St,500,F,,,,,,,X,0.1135,,0.5714,500,F,2016,,,,,,,,,,,,,,,
558047,  00,00000,     ,00-0,Thomas St,000,Arlington County,000,Arlington County,0.00,Four Mile Run Drive,Melkin Street,750,F,,,,,,,X,0.1011,,0.6748,750,F,2016,,,,,,,,,,,,,,,
558041,  00,00000,     ,00-0,Troy St,000,Arlington County,000,Arlington County,0.00,"SR 120, S Glebe Rd",27th Street,160,F,,,,,,,X,0.1299,,0.5581,160,F,2016,,,,,,,,,,,,,,,
090230,  00,00000,     ,00-0,US 50 Ramp,000,Arlington County,000,Arlington County,0.00,SR 120,US 50 East,1100,G,99%,0%,1%,0%,0%,0%,C,0.1074,,1.0000,1100,G,2016,,,,,,,,,,,,,,,
090231,  00,00000,     ,00-0,US 50 Ramp,000,Arlington County,000,Arlington County,0.00,SR 120,US 50 West,5200,G,98%,0%,1%,0%,0%,0%,C,0.0818,,1.0000,5200,G,2016,,,,,,,,,,,,,,,
090232,  00,00000,     ,00-0,US 50 Ramp,000,Arlington County,000,Arlington County,0.00,SR 120,US 50 East,2000,G,99%,1%,1%,0%,0%,0%,C,0.0869,,1.0000,2000,G,2016,,,,,,,,,,,,,,,
502008, 100,00000,     ,100-0,Braddock Rd,100,City of Alexandria,100,City of Alexandria,0.00,Kenwood Ave,Crest St,13000,G,,,,,,,X,0.0971,,0.5333,14000,G,2016,,,,,,,,,,,,,,,
502508, 100,00000,     ,100-0,Canterbury Lane,100,City of Alexandria,100,City of Alexandria,0.00,Chancel Pl,Trinity Dr,210,G,,,,,,,X,0.1212,,0.5714,220,G,2016,,,,,,,,,,,,,,,
502518, 100,00000,     ,100-0,Clifford Ave,100,City of Alexandria,100,City of Alexandria,0.00,Turner Rd,Montross Ave,390,G,,,,,,,X,0.1062,,0.7872,430,G,2016,,,,,,,,,,,,,,,
502005, 100,00000,     ,100-0,Custis Ave,100,City of Alexandria,100,City of Alexandria,0.00,Russell Rd,Rosecrest Ave,430,G,,,,,,,X,0.1298,,0.6667,470,G,2016,,,,,,,,,,,,,,,
502515, 100,00000,     ,100-0,Glendale Ave,100,City of Alexandria,100,City of Alexandria,0.00,Newton St,Wayne St,250,G,,,,,,,X,0.1061,,0.5254,270,G,2016,,,,,,,,,,,,,,,
